c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
0.38259785,0.315540009,-0.637768926,0.324175494,-0.821414709,0.932759681,-0.349132742,-0.969657695,0.712069744,0.991320444,0.339227011,0.851790109,-0.934510245,-0.613554092,0.107777156,-0.935150298,-0.996190476,-0.155562887,0.05701309,-0.796902101,-0.54025395,-0.30064963,-0.689701007,-0.606410693,-0.179491592
-0.593075847,0.358269935,0.19450171,0.035589007,-0.708609863,-0.67273964,-0.297693615,-0.276827469,-0.930855726,0.556946243,0.922519682,0.820184452,0.411632313,0.763011278,0.034879394,0.027102046,-0.101174216,0.278116064,0.80208363,-0.545209994,-0.920461293,-0.508758166,0.473055244,0.482759846,0.612270312
-0.953426239,-0.214062631,0.493727558,-0.382078218,0.68228092,0.348818364,0.451730907,0.602550541,0.783007972,0.095376095,-0.068497209,0.872733989,0.958540879,0.371977898,0.105184855,0.197180358,-0.493331855,-0.749800376,0.772599063,-0.997810082,0.371023729,0.470219907,-0.808142214,0.382490031,0.142370249
-0.919008811,0.318319451,-0.646463028,0.693450901,0.259885198,0.510779632,0.71408561,-0.499302354,-0.085169617,-0.606491831,0.887637634,0.686153677,-0.856429715,-0.294516925,-0.740598609,-0.159396788,0.60755897,0.511166179,0.940319974,0.496126629,-0.556086953,-0.43997899,-0.128947674,0.989299645,0.189564601
0.233660201,0.113555799,0.486925615,0.731965124,0.682762677,-0.912426739,-0.918930696,-0.608738805,-0.938240759,0.113710785,-0.145880076,-0.699680008,0.632031879,0.594823837,-0.200593079,0.158688748,-0.527967518,0.831663045,-0.954613708,-0.234877052,0.448740941,0.078956129,-0.356141107,-0.924367936,-0.297585224
0.681050011,-0.362188665,-0.19863551,-0.412033539,-0.528746617,0.512415429,0.927090104,0.927912139,0.121078714,0.020787333,0.638910943,0.941671895,0.66582733,0.296764569,0.310638024,0.277655117,0.170089171,0.39751136,0.393919278,-0.705914321,0.059247019,0.946934723,0.620220661,0.379799822,0.606966753
0.23469341,-0.944933136,-0.72184022,0.512856236,0.339737819,0.700703638,-0.731281278,0.264791953,-0.251317152,-0.091845295,0.501029212,0.43929844,-0.749960497,0.939428161,0.70702414,0.164553359,-0.908074742,-0.449021871,-0.558696622,-0.646410305,-0.873658375,-0.082377108,0.474354164,0.214912263,0.622291503
0.58808911,-0.423110129,0.466023838,-0.200279938,-0.800905024,0.73628275,0.177357535,-0.214265765,-0.03551793,-0.404892761,-0.615940276,0.080399576,0.691691026,0.85847769,0.793458824,-0.039636718,0.261668768,-0.569519824,0.558084591,-0.450177994,0.827658436,0.51883218,-0.656696149,-0.710878031,0.451222764
-0.118585262,0.196799996,-0.874902231,0.052897297,0.085428882,0.610126318,-0.437175979,-0.258422513,-0.127817922,0.662044942,0.357637655,-0.679585701,0.922792261,-0.551028095,0.03158892,-0.358494954,0.014508132,-0.405429411,-0.183646166,-0.381126465,0.555458718,0.170041294,-0.367702476,-0.911233551,0.848073995
-0.136143846,0.478812778,-0.375395057,0.462085569,0.081492468,-0.093809519,-0.574706961,0.138260181,0.345883092,0.158859813,0.135990963,0.30592025,-0.343341366,-0.55034245,0.718705622,0.817982994,-0.294121238,-0.694139246,-0.379544816,-0.247768097,-0.415835519,-0.563509552,0.965756685,-0.636071349,0.613535313
0.516095931,0.995177177,0.968179652,0.753950664,0.581468265,0.994825441,-0.397752892,0.677089151,0.868386318,-0.780191229,0.277036076,-0.576692148,-0.704700364,0.01587688,0.249760347,0.693809582,0.404035552,-0.202318323,-0.751872287,0.404774995,0.977045263,-0.197098348,-0.94357591,0.250602295,-0.984936049
-0.971347182,0.110200228,0.273754421,0.442718336,-0.767500013,-0.481694082,-0.132274986,-0.794252284,0.014112739,0.056779934,-0.697591127,0.085223735,-0.472361005,-0.097726785,0.09823012,0.356482305,0.872397205,0.577252073,0.187229691,0.486600236,0.895281113,0.514153573,-0.364873254,-0.212257952,0.551196097
-0.769796343,-0.196279176,0.023658925,0.947871333,0.606854929,0.465863337,-0.624643163,-0.26422218,-0.978047486,0.309099693,0.171817627,0.06399358,0.851356154,0.121864968,-0.578300003,-0.675054433,0.133668266,0.230961589,0.114866333,-0.555485443,0.730558643,0.567684709,0.638317543,0.927219597,0.520819425
0.195871763,-0.173927443,0.600786247,0.9329875,0.131813863,0.946480791,-0.411487751,-0.33923674,-0.087796355,0.383819043,-0.933100598,0.397269233,0.554649377,0.180927613,0.393003931,0.157782734,0.880598804,-0.636918982,-0.650562041,0.678626168,-0.56623515,-0.353201887,0.078358359,0.22970786,-0.524054815
-0.097507015,0.652927375,-0.874954471,-0.356567909,0.384846382,-0.465664797,-0.561348579,-0.097894572,0.07611076,-0.635274473,-0.04320437,0.133152112,0.037157188,-0.132272017,0.990631976,0.055277967,0.68013933,0.80044697,0.280096385,0.177283354,0.940632321,-0.921924009,-0.51384208,0.445104663,0.033036849
0.46085349,-0.072485668,-0.547933506,-0.466420335,0.381459394,-0.145431257,0.515679023,-0.540177159,0.630055821,-0.763431354,0.123614585,-0.173463936,0.176102565,0.720632613,-0.714843122,0.618594552,0.971808389,0.54811363,-0.878126256,-0.887228453,0.087695239,0.53778698,-0.728636904,0.76942585,0.633997378
-0.105730899,0.228378145,0.204972468,0.299663232,0.303948967,-0.041513679,-0.494159304,-0.153334545,-0.719942353,0.063470449,-0.780893219,0.89366447,0.552585766,0.542234915,0.768714243,-0.955857704,-0.912430769,-0.506306511,-0.892416813,-0.074079639,0.74474046,0.49485061,-0.301677606,-0.02566162,0.499206499
-0.85778508,0.714596535,-0.31585176,-0.584213434,-0.518658729,-0.077081494,-0.556287161,-0.832443298,0.501703727,-0.403736086,0.910323879,0.370169366,0.716967354,0.584131212,0.829684334,-0.832278093,0.749823503,-0.444410389,0.564803129,0.125482855,-0.54729102,0.002028878,0.822418232,0.520423444,-0.458568703
0.536780235,0.677014297,-0.654956039,-0.365916141,-0.36057021,-0.351982947,0.753612123,0.878505682,-0.74526175,-0.160535282,-0.044572111,-0.363145306,-0.158300208,0.571585634,0.707912543,-0.562298616,-0.598570988,-0.086088088,0.899681085,0.921947379,0.310009226,-0.75202852,0.375257141,-0.666572218,0.828416582
0.137469649,-0.756242253,0.604021939,0.176581163,0.649947063,0.909487594,-0.907405165,-0.427784599,0.786000981,0.955711291,-0.612150212,0.196038332,0.129883742,-0.940598984,0.368321,-0.97884167,-0.120837536,-0.039861118,0.498533481,-0.319990683,-0.096775766,-0.877257509,0.242200885,-0.498498822,0.461355482
0.375050669,0.220043459,0.317613775,-0.772324024,-0.377601863,0.087232838,0.396949047,0.255414059,0.688485226,-0.766921479,-0.119389385,-0.892928379,-0.797471686,0.245906978,-0.297506072,-0.397998578,-0.794747966,0.644204378,-0.051627477,-0.192646745,-0.427226784,-0.992057185,-0.767744713,0.680051199,0.67550572
-0.906371637,-0.73590917,0.971574285,-0.262466715,-0.458560173,0.637501768,-0.050174175,0.394811199,-0.034574057,-0.95107797,0.653615963,-0.340495493,-0.163276457,0.99510066,0.080568507,0.051173761,0.790857802,-0.532444301,0.99802215,-0.328080282,0.999094885,0.582282276,-0.569227739,0.597622489,-0.412437737
0.333410141,0.862962299,-0.521449701,-0.172476666,-0.905578919,0.064038939,0.351478116,0.891120018,0.025418881,0.042576923,0.617177859,-0.062308262,0.307771528,-0.484629566,-0.525188921,-0.184555079,-0.808588411,0.869371926,0.049194317,0.824921276,0.633963892,0.96355335,-0.201527732,0.776838371,0.558598276
-0.997709267,-0.839043036,0.205793646,-0.16268399,-0.029465699,0.868015599,0.398413603,-0.152919839,-0.595585891,0.435567826,0.647698046,-0.602508783,0.772614162,-0.782779692,0.475471791,-0.275143338,0.636241734,0.521193058,-0.677545887,0.524598379,0.195987422,0.732070264,0.047410799,0.302990304,-0.071455571
-0.318138661,0.30317748,-0.998013699,-0.494754512,0.100778567,0.822461028,-0.026343296,0.537887233,0.89293513,0.694926011,-0.445716195,0.788995618,0.730379233,0.916753171,0.70087903,-0.248839763,-0.417814263,-0.620667893,0.553890839,-0.656812664,0.260885931,0.112435051,0.005558304,0.655673611,-0.510776307
0.337867721,0.837242086,0.215125937,-0.416680017,0.740185234,0.629570596,0.205918061,0.943115009,0.990919818,-0.326237723,0.25858892,-0.791589709,-0.478008692,0.456646165,-0.875543561,-0.743196053,-0.900679208,0.840462321,0.822616242,0.02197081,-0.5972855,0.539646877,-0.137489134,0.118378515,-0.401745226
0.330959534,0.706387059,-0.28744979,0.417940801,0.088250107,-0.809340163,-0.862985297,0.408371347,0.305678656,0.972240811,-0.367030275,0.902949548,-0.0297659,-0.072285578,-0.669247516,-0.335786385,-0.292562054,0.411139812,-0.996671787,-0.226285668,0.57784221,0.979928449,-0.160433797,-0.996672985,0.115970768
-0.262136573,-0.617079761,-0.472918917,0.616225261,0.46662282,0.067165259,-0.192148867,0.419618417,-0.998011301,0.995930711,0.700117788,-0.68518866,-0.284995691,0.227504142,0.407466005,0.194308519,0.658091633,0.244371382,0.39254762,0.432821031,-0.078113279,0.654015588,-0.404349575,0.005067505,-0.682519314
0.526642304,-0.824690202,-0.332839489,0.484064403,0.246783928,0.165805723,-0.674175458,-0.526208374,-0.704528868,0.828667464,0.557367453,0.043127047,-0.9237811,-0.493206598,0.135180527,0.058232282,-0.721609859,-0.699177707,-0.317439001,0.966232381,-0.620714023,0.428608679,0.551452803,0.679841392,0.132675717
-0.321218731,0.338039682,0.546036733,-0.022224427,-0.531184223,-0.938123806,0.240597543,0.39018767,-0.102603015,0.190247867,0.097001361,-0.232245887,0.789315504,-0.219333308,0.365737834,-0.696727517,0.42938805,0.275441532,-0.550196299,0.785830455,0.756591811,-0.177557816,-0.823223346,0.985903074,0.799867215
0.577367552,0.711316939,-0.477934582,-0.655721831,-0.180431924,0.47828431,0.700704087,0.737324505,0.669379233,0.402323957,-0.184618177,0.268353366,-0.231515788,-0.970722007,-0.149901991,0.491458461,-0.821316606,0.635265579,0.829135587,-0.062491588,-0.0048882,0.119417686,-0.87878036,0.742240282,-0.116917776
0.535022597,-0.359355383,0.550929988,0.239012588,0.6248646,-0.86124685,0.040450047,0.453412028,-0.088664024,0.336497885,-0.498092346,-0.083921299,-0.593476145,0.107533968,0.30292764,-0.009295151,-0.939438996,-0.916153211,-0.344228172,0.11282226,-0.409967596,0.044412288,-0.796140224,0.905412415,-0.075586536
-0.86641055,0.348090034,0.461718261,0.942754751,0.317002006,-0.032436959,-0.503535431,0.481397578,-0.617936155,0.396324436,-0.307088975,0.973840255,0.196617453,-0.656144363,0.934290253,0.904385746,0.592539142,0.305605043,0.953663097,-0.084456668,0.289376762,0.728934864,-0.892164588,-0.427665529,-0.358448299
-0.279685372,0.21232386,-0.833887235,0.854345453,0.689332831,0.760829342,-0.858997459,0.737641178,-0.486019477,-0.07784946,-0.975896972,-0.719054635,-0.554427909,-0.917507505,-0.821939346,0.191697668,-0.141491075,0.444896937,0.663588333,0.861076172,0.33467614,0.599725183,-0.409081546,-0.689414352,0.660411362
-0.278620241,0.008582348,-0.355237885,-0.594566326,-0.606384007,0.814551655,0.984422581,0.854551251,-0.53246519,0.229521316,-0.019756579,0.538412148,-0.06372074,-0.093612302,0.075467427,-0.107908415,-0.020424948,0.299805857,0.823104963,-0.002920268,0.439125865,0.159772399,-0.270729254,-0.060218307,0.961494867
-0.769618183,-0.32631614,-0.054790086,-0.784522103,0.175825766,-0.687201452,0.927995732,-0.523074636,-0.532171246,-0.39309369,0.161788171,0.771879341,-0.892770353,-0.464873014,-0.150948408,-0.530537862,0.230278671,-0.615720289,0.300193827,0.806392995,0.932816782,-0.559207452,0.223351928,0.545735003,-0.706613349
0.396146686,0.57049161,0.921161547,0.050110167,0.456687218,0.105842839,-0.970353921,-0.990995274,0.084451167,0.746230413,-0.839836067,-0.670731479,0.831889121,0.690262799,0.973382165,0.517967568,-0.81923187,-0.707463785,-0.700903105,0.078238359,0.163663449,0.463350298,0.950985633,0.663735403,-0.69939865
-0.979427241,-0.197087895,-0.593409311,0.063290119,-0.560213562,0.993117359,0.994668205,0.949902162,-0.611325132,0.941633462,0.989975631,0.404656589,-0.049813277,0.012560884,0.31230015,0.012288479,0.286594607,-0.012759777,-0.541437798,-0.166017136,-0.606523229,-0.151422636,-0.750382723,0.804571091,-0.315252518
-0.521964627,0.94997693,-0.49857117,0.329816845,-0.30962662,0.271269381,-0.015076389,0.58020146,0.470083373,0.449878087,0.841062686,0.693190715,0.146552035,-0.684057929,0.084098822,-0.540628132,0.22010506,0.9788682,0.650499957,-0.4633854,-0.290357479,0.342873789,0.666463213,0.218743304,0.735166848
0.94883293,0.228108714,-0.67406684,-0.009467507,0.369928692,-0.043730636,0.025901983,0.113286092,-0.14040303,-0.107823623,-0.26706289,0.209494613,0.054389955,-0.141340863,0.48931063,-0.078859986,-0.501814546,0.474083106,-0.182079291,-0.003757549,0.508987891,0.042294208,0.141009199,0.029481257,0.322209321
0.197202836,-0.36682645,-0.608970375,-0.010471499,-0.985050472,-0.716939702,-0.081861847,0.883107167,-0.159654865,0.476390125,-0.950789189,0.069286426,0.45300758,-0.907454664,0.083116317,0.131793268,-0.341335657,0.92461552,0.852353938,0.831636883,-0.936622194,0.807383105,0.454556491,0.686264753,-0.030424825
0.826880209,0.767962522,0.492978322,-0.744074278,-0.844544546,-0.004936987,-0.484679203,0.984118156,0.611492438,-0.199328657,-0.986177075,0.118537578,-0.536918523,-0.945389549,-0.892459501,-0.350573405,-0.316424538,-0.959045474,0.471318098,0.303049366,-0.770943701,0.014113482,0.198630518,0.718901333,0.06355616
-0.307262645,0.042303644,-0.122393345,0.978085551,-0.690494964,0.530570863,-0.298275856,0.154511939,-0.592115398,-0.150868612,0.106279762,0.950167874,0.497068494,-0.51742625,0.556637928,0.71200879,-0.859049063,0.429593902,-0.98142629,-0.466482759,-0.797118649,-0.986884513,0.208522672,0.645997901,0.583999937
0.837012566,0.220424653,-0.491857827,-0.393530359,-0.401104955,0.401078906,0.302374966,0.745028777,0.531486916,0.904904073,0.183378006,-0.723933781,-0.072764728,-0.670647762,0.106234429,0.080540189,-0.666445239,-0.768905589,-0.99491459,-0.693212354,-0.421570782,0.638902476,-0.526073689,0.712167231,0.458567483
0.361413808,0.336655151,-0.069993453,0.706816647,0.386833439,0.231403399,0.521112912,0.829020029,0.356546419,0.997153956,-0.5976987,-0.210049168,0.484028518,0.086903706,-0.41279865,-0.176918293,-0.582670526,-0.019554741,-0.586156607,-0.867390288,-0.769923734,0.226675526,0.785078455,0.413532321,0.082970238
-0.209839995,0.011826748,-0.484660984,-0.022989011,0.387460027,-0.557136992,0.783254144,-0.839237521,-0.816602652,-0.90180362,0.016535787,0.585367153,-0.507153422,-0.82949219,0.639966934,-0.103302244,0.710375567,-0.166895069,-0.278694092,-0.380468825,-0.954873996,-0.991578272,0.873214732,-0.068436189,0.018473797
0.030354109,-0.469090874,0.011945775,-0.166191659,-0.286785745,-0.555569887,0.95786504,0.650441799,-0.269705217,-0.314135001,-0.077578504,-0.959904187,-0.233346049,0.810012081,0.018483482,0.446018519,0.760168984,-0.554663866,0.86720767,0.89885208,0.224661562,-0.963674228,-0.897065069,0.153269175,0.55332065
0.298957174,-0.775998641,-0.929124362,-0.507126948,-0.457052642,-0.660941347,-0.728476544,0.402175722,0.412230718,0.616174161,-0.815230553,0.37526343,-0.271912165,-0.850667758,0.821013583,-0.183586322,0.599705763,0.469278372,-0.379730226,-0.540289832,-0.223076162,0.624281865,0.965420417,0.202447524,0.703770528
-0.545398549,0.361556001,-0.102792756,0.581067612,-0.090020695,0.847400936,-0.094908361,-0.953636873,0.298529595,-0.717752005,0.817931737,-0.913734851,-0.523402873,-0.006939963,-0.266237467,0.452160175,-0.655415616,-0.181857999,0.733723671,-0.179580739,0.166350508,-0.459501671,-0.50872798,0.385871156,-0.785976573
0.361199317,0.976182619,0.368896011,0.851986101,-0.224924307,-0.917507273,0.761440258,0.671529737,0.086658039,0.494325934,0.178935417,-0.600792281,-0.433669994,-0.062321344,-0.416205586,0.557244611,-0.509603882,0.956550598,0.271082316,-0.472680408,0.254072484,-0.558884614,0.033912896,0.494644888,-0.96840192
-0.049685357,0.035368386,0.426983172,-0.220639748,-0.849596615,0.556287281,-0.347787897,-0.469366017,-0.007886456,-0.233383529,0.771190428,0.857147388,-0.768854174,0.58548041,-0.79460295,-0.084603615,0.331909398,-0.487859228,-0.223427534,0.270081951,0.495461496,-0.114075753,-0.085927286,-0.706490103,-0.79271817
0.889543496,-0.690333532,0.144091351,-0.594562195,-0.054465299,0.145021127,-0.423214229,0.928306273,-0.515060047,-0.770085467,0.418442613,-0.844769267,0.937035308,0.417088714,-0.10636844,-0.519027964,0.70651816,0.380319296,0.154538997,-0.893805862,-0.68124411,-0.192937243,-0.68086889,-0.162525381,0.263355793
0.143366632,0.701563545,-0.276580633,-0.851152034,0.946657815,-0.221586551,-0.255537155,-0.634809596,0.795530233,0.457218183,-0.946818492,0.554536609,0.074908539,0.971879607,0.446244804,-0.668714244,0.110385793,0.792330205,0.584023574,0.780510158,0.193224192,0.692990698,-0.761757697,-0.018595622,-0.411919573
0.206334067,-0.779928361,0.360592292,0.847186493,-0.008657437,-0.410756958,-0.213088099,0.123370091,0.2896178,0.314118466,-0.733473411,0.162784385,0.171739799,0.837276837,0.113509106,0.618192597,-0.740458616,-0.89742948,-0.978697715,-0.230579506,-0.291622555,0.881804449,-0.505024562,0.333075952,0.793084923
-0.725174137,0.641500999,-0.019189347,-0.99287189,-0.597813609,0.834531421,0.174827504,-0.444537368,-0.132309597,0.983094565,0.985891253,-0.773274927,0.510827136,-0.358029612,0.860791103,-0.484258607,0.488737458,-0.087259762,-0.19628206,0.189023013,0.746965748,-0.12091766,0.210054366,0.829507891,0.04758764
-0.169450168,-0.075951675,0.459148026,0.555966344,-0.344393013,-0.773755027,0.893346044,0.592763591,-0.342051475,0.647351353,0.76049387,-0.417023062,-0.364237515,0.092878496,0.680123355,0.2487992,0.462612586,0.629454792,0.112436713,0.65813404,0.461391894,0.289524104,0.727472795,0.390939484,-0.856579125
-0.049445457,-0.406114645,0.192102705,-0.686440839,0.468463602,0.248263457,-0.075786523,-0.780339133,0.850107287,0.280303281,-0.642337484,-0.630283793,0.111579785,-0.945760358,0.639878241,-0.826506136,0.729230002,0.870549145,-0.340291279,-0.347583071,-0.741395415,-0.002756164,0.177879522,0.919682152,-0.726597566
0.061948879,-0.671513891,-0.329283939,0.827978287,0.51687695,0.955930994,-0.196846418,0.866539069,-0.739544252,-0.131595684,-0.19771053,-0.541789046,0.805583646,-0.385001741,-0.587891318,0.254835977,-0.754026726,-0.80968551,-0.111363361,-0.038471407,-0.136454664,0.119538681,0.571950091,0.582967599,0.593825332
0.03750309,-0.615879874,-0.10520474,0.106626778,0.815389208,-0.94188532,0.531815905,0.218322376,-0.573338087,-0.220611548,0.066754046,-0.57952321,-0.392752119,0.449621684,-0.809204755,0.845662679,0.91039691,0.392760225,-0.010193112,0.758289214,0.951288194,-0.042230371,0.618896413,-0.830630611,-0.710175321
0.118902666,-0.192780088,-0.670945897,0.504529863,-0.333253081,0.208986914,0.592974318,-0.925355956,-0.787235367,0.627261216,0.325374594,-0.862623838,0.681402201,0.653200469,0.28875428,0.418651444,-0.572873122,-0.435165952,0.407839054,-0.754294033,0.032261837,-0.79031285,-0.18174203,0.534372569,-0.020719864
0.511891978,-0.913886997,-0.572703493,-0.798466497,0.256293968,0.498181904,0.891778045,0.883784145,-0.573834738,-0.009104223,-0.487251717,0.012358847,-0.562673896,-0.077840946,0.731642756,0.724059432,0.489565661,-0.451399325,-0.273790809,0.013661879,0.995081647,0.423975931,0.076857598,-0.579263518,0.128297042
0.960366522,-0.471732652,0.082831075,0.989551278,0.699012566,-0.521966766,-0.645463166,-0.192023121,0.734451282,0.25441565,-0.534489773,0.568634903,0.738744657,-0.386542279,-0.80576653,-0.443853784,0.981656836,0.018441205,0.228605321,0.627877109,-0.121726302,0.027452565,0.416611891,-0.894560108,0.28379659
-0.472664661,0.303632744,0.349329423,-0.79790139,0.964682027,-0.894112741,0.253401716,-0.44708738,-0.414338462,-0.933819581,0.511108552,-0.138951413,0.118712704,0.949339106,-0.044429231,0.516870338,0.155486372,0.579942544,-0.089401919,-0.440321057,-0.075254101,-0.323200955,-0.901017985,-0.798964574,-0.552324365
-0.899011639,-0.999329258,0.442131482,-0.719248595,0.314060435,0.037115273,-0.601390114,-0.420656074,-0.628899854,-0.399193546,-0.299967809,-0.320781753,0.765880109,-0.245003945,0.726258603,-0.197472226,0.290566784,0.03939865,0.560198757,-0.574104708,0.176151692,-0.486985903,0.837668114,-0.21919738,0.642124675
0.579889458,-0.998922549,-0.093510344,-0.290803405,0.586965393,-0.217298919,0.376709172,-0.526917535,0.468036414,0.591462604,0.068375653,-0.446284501,0.523451148,-0.887372637,-0.917548654,0.538177608,-0.115363771,0.313769698,0.559023064,0.73961227,-0.006690938,0.141317621,0.411245882,-0.507319552,0.878415739
-0.424477927,-0.730294268,-0.562860943,-0.84170141,0.216002835,-0.051945028,0.778123686,-0.795380102,-0.6034383,-0.3512473,0.642328461,0.90735639,-0.529952712,-0.48898598,-0.618476192,-0.902787406,0.440626154,0.105383856,0.613053612,0.741062756,0.053842651,-0.393598859,-0.900493311,-0.802181162,0.073711612
